A,C,P,B,L,R,LA
3,2,60,13.0221,112,1,6
3,2,60,13.0644,113.4,1,6
3,2,60,13.0351,112.4,1,6
3,2,60,13.0318,112.2,1,6
3,2,60,13.0318,114,1,6
3,2,60,13.0774,112.2,1,6
3,2,60,13.0644,113.8,1,6
3,2,60,13.0221,112.6,1,6
3,2,60,13.009,112.2,1,6
3,2,60,13.0806,113.2,1,6
3,2,60,13.0156,112.4,1,6
3,2,60,13.0676,113.8,1,6
3,2,60,13.0383,113.265,0.98,6
3,2,60,13.0416,113,1,6
3,2,60,13.0448,113.265,0.98,6
3,2,60,13.0644,113.4,1,6
3,2,60,13.0774,113,1,6
3,2,60,13.0253,111.2,1,6
3,2,60,13.0513,113.4,1,6
3,2,60,13.0318,112.2,1,6
3,2,60,13.0416,112.2,1,6
3,2,60,13.0351,112.245,0.98,6
3,2,60,13.0611,112.449,0.98,6
3,2,60,13.0513,112.8,1,6
3,2,60,13.0351,111.2,1,6
3,2,60,13.0611,112.4,1,6
3,2,60,13.0513,113,1,6
3,2,60,13.0644,112.8,1,6
3,2,60,13.0513,112.6,1,6
3,2,60,13.0383,112.2,1,6
3,2,60,13.0383,112.8,1,6
3,2,60,13.0481,112.8,1,6
3,2,66,16.8165,120.6,1,7
3,2,66,16.836,120.612,0.98,7
3,2,66,16.8295,120.8,1,7
3,2,66,16.836,121.02,0.98,7
3,2,66,16.8263,120.417,0.96,7
3,2,66,16.8198,120.8,1,7
3,2,66,16.8003,120.213,0.94,7
3,2,66,16.8198,120.8,1,7
3,2,66,16.8133,120,1,7
3,2,66,16.8068,120.208,0.96,7
3,2,66,16.8425,121.02,0.98,7
3,2,66,16.8328,121,1,7
3,2,66,16.836,120.816,0.98,7
3,2,66,16.8133,121.25,0.96,7
3,2,66,16.8458,120.4,1,7
3,2,66,16.8328,120.612,0.98,7
3,2,66,16.8328,120.833,0.96,7
3,2,66,16.8816,121.224,0.98,7
3,2,66,16.8165,120.208,0.96,7
3,2,66,16.823,121.224,0.98,7
3,2,66,16.81,121.02,0.98,7
3,2,66,16.8198,120.417,0.96,7
3,2,66,16.8133,120.816,0.98,7
3,2,66,16.8263,120,1,7
3,2,66,16.81,120.638,0.94,7
3,2,66,16.8198,120.2,1,7
3,2,66,16.81,120.612,0.98,7
3,2,66,16.849,120.8,1,7
3,2,66,16.8068,120.4,1,7
3,2,66,16.81,120,1,7
3,2,66,16.8133,121,1,7
3,2,66,16.8263,120.208,0.96,7
3,2,66,16.8393,120.816,0.98,7
3,2,66,16.849,120.2,1,7
3,2,66,16.8165,120.417,0.96,7
3,2,66,16.8198,120.204,0.98,7
3,2,66,16.8035,120.2,1,7
3,2,66,16.8458,120.851,0.94,7
3,2,78,18.7072,110.2,1,8
3,2,78,18.7137,111,1,8
3,2,78,18.7268,110.6,1,8
3,2,78,18.691,110.6,1,8
3,2,78,18.7007,111.429,0.98,8
3,2,78,18.691,110.2,1,8
3,2,78,18.7137,110.6,1,8
3,2,78,18.7105,111.2,1,8
3,2,78,18.7203,111.2,1,8
3,2,78,18.6975,110.6,1,8
3,2,78,18.704,111.429,0.98,8
3,2,78,18.6845,110,1,8
3,2,78,18.704,111,1,8
3,2,78,18.7072,110.6,1,8
3,2,78,18.7072,110.6,1,8
3,2,78,18.6975,110.8,1,8
3,2,78,18.7007,110.8,1,8
3,2,78,18.7105,111.2,1,8
3,2,78,18.717,110.2,1,8
3,2,78,18.691,110.8,1,8
3,2,78,18.6975,110.8,1,8
3,2,78,18.7105,110.408,0.98,8
3,2,78,18.7203,110.8,1,8
3,2,78,18.704,110.2,1,8
3,2,78,18.704,110.4,1,8
3,2,78,18.7105,110.4,1,8
3,2,78,18.691,110.8,1,8
3,2,78,18.7072,110.4,1,8
3,2,78,18.704,110.6,1,8
3,2,78,18.6942,110.4,1,8
3,2,78,18.7268,110.8,1,8
3,2,78,18.7072,111,1,8
3,2,78,18.7007,110.4,1,8
3,2,78,18.7072,110.8,1,8
3,2,78,18.7007,110.6,1,8
3,2,78,18.7105,110.4,1,8
3,2,78,18.7203,111.224,0.98,8
3,2,78,18.704,110.4,1,8
3,2,84,25.0001,110.6,1,9
3,2,84,25.0228,110.8,1,9
3,2,84,25.0033,110.8,1,9
3,2,84,25.0066,110.8,1,9
3,2,84,24.9838,110.612,0.98,9
3,2,84,25.0033,110.6,1,9
3,2,84,25.0293,111.8,1,9
3,2,84,25.0228,110.8,1,9
3,2,84,25.0001,110.2,1,9
3,2,84,24.9903,110.4,1,9
3,2,84,25.0131,110.2,1,9
3,2,84,25.0326,111,1,9
3,2,84,25.0196,111.4,1,9
3,2,84,25.0131,110.4,1,9
3,2,84,25.0196,110.6,1,9
3,2,84,25.0131,110.816,0.98,9
3,2,84,24.9968,111,1,9
3,2,84,25.0098,111.8,1,9
3,2,84,25.0131,110.612,0.98,9
3,2,84,25.0066,110.8,1,9
3,2,84,25.0196,110.6,1,9
3,2,84,25.0228,111,1,9
3,2,84,25.0033,110.4,1,9
3,2,84,24.9935,110.2,1,9
3,2,84,24.9968,110.408,0.98,9
3,2,84,25.0001,110.4,1,9
3,2,84,25.0293,110.6,1,9
3,2,84,24.9968,110.8,1,9
3,2,84,24.9903,111,1,9
3,2,84,25.0196,110.408,0.98,9
3,2,84,25.0033,111.6,1,9
3,2,84,25.0228,111,1,9
3,2,84,25.0196,110,0.98,9
3,2,84,25.0098,110.2,1,9
3,2,84,25.0001,110.6,1,9
3,2,84,25.0391,112,1,9
3,2,84,25.0098,110.4,1,9
3,2,84,25.0001,110.2,1,9
3,2,87,19.2303,120,0.98,10
3,2,87,19.2531,120.6,1,10
3,2,87,19.2531,120.4,1,10
3,2,87,19.2628,121.2,1,10
3,2,87,19.2335,120.8,1,10
3,2,87,19.2335,120.6,1,10
3,2,87,19.2466,120,1,10
3,2,87,19.2205,120.2,1,10
3,2,87,19.2661,120.6,1,10
3,2,87,19.2498,120.8,1,10
3,2,87,19.2401,120,1,10
3,2,87,19.2368,120.4,1,10
3,2,87,19.2856,120.833,0.96,10
3,2,87,19.2368,120.6,1,10
3,2,87,19.2596,120.612,0.98,10
3,2,87,19.2758,120.6,1,10
3,2,87,19.2108,120.2,1,10
3,2,87,19.2335,120.8,1,10
3,2,87,19.2303,120.8,1,10
3,2,87,19.2368,120.4,1,10
3,2,87,19.2661,120.8,1,10
3,2,87,19.2661,120.8,1,10
3,2,87,19.2368,120.204,0.98,10
3,2,87,19.2303,120.4,1,10
3,2,87,19.2173,120.4,1,10
3,2,87,19.2368,120.4,1,10
3,2,87,19.2596,120.8,1,10
3,2,87,19.227,120.204,0.98,10
3,2,87,19.2531,121,1,10
3,2,87,19.2433,120.8,1,10
3,2,87,19.2335,120.6,1,10
3,2,87,19.2368,120.6,1,10
3,2,87,19.2466,120.2,1,10
3,2,87,19.2303,120.8,1,10
3,2,87,19.2303,120.2,1,10
3,2,87,19.2498,120.6,1,10
3,2,87,19.2661,120.6,1,10
3,2,87,19.2628,121,1,10
3,2,90,28.8406,200.4,1,11
3,2,90,28.8633,201.2,1,11
3,2,90,28.8341,201,1,11
3,2,90,28.8275,200.8,1,11
3,2,90,28.8341,200.4,1,11
3,2,90,28.8503,201,1,11
3,2,90,28.8568,201,1,11
3,2,90,28.8536,201.4,1,11
3,2,90,28.8145,200.4,1,11
3,2,90,28.8243,200.4,1,11
3,2,90,28.8178,200.2,1,11
3,2,90,28.821,200.2,1,11
3,2,90,28.8178,200,1,11
3,2,90,28.8406,200.6,1,11
3,2,90,28.8373,200.8,1,11
3,2,90,28.8438,200.816,0.98,11
3,2,90,28.8341,200.4,1,11
3,2,90,28.8373,200.8,1,11
3,2,90,28.8568,201.6,1,11
3,2,90,28.8536,201.6,1,11
3,2,90,28.8341,200.4,1,11
3,2,90,28.821,200.2,1,11
3,2,90,28.8113,200.2,1,11
3,2,90,28.8178,200.8,1,11
3,2,90,28.821,200.6,1,11
3,2,90,28.8373,200.2,1,11
3,2,90,28.8438,200.4,1,11
3,2,90,28.8275,201,1,11
3,2,90,28.8471,201.2,1,11
3,2,90,28.8373,200.6,1,11
3,2,90,28.821,200.8,1,11
3,2,90,28.8243,200.4,1,11
3,2,90,28.8308,200.4,1,11
3,2,90,28.8471,201.224,0.98,11
3,2,90,28.8373,200.4,1,11
3,2,90,28.8373,201.2,1,11
3,2,90,28.8341,200.4,1,11
3,2,90,28.8471,201,1,11
3,3,60,18.7072,111,1,12
3,3,60,18.7105,110.8,1,12
3,3,60,18.7105,112.2,1,12
3,3,60,18.704,110.8,1,12
3,3,60,18.7072,110.6,1,12
3,3,60,18.7007,110.8,1,12
3,3,60,18.6942,110.8,1,12
3,3,60,18.7072,111.4,1,12
3,3,60,18.7105,111.8,1,12
3,3,60,18.7203,111.4,1,12
3,3,60,18.6942,112,1,12
3,3,60,18.691,110.4,1,12
3,3,60,18.717,111.2,1,12
3,3,60,18.6845,110.2,1,12
3,3,60,18.717,111.2,1,12
3,3,60,18.73,112.8,1,12
3,3,60,18.6975,110.2,1,12
3,3,60,18.7235,110.8,1,12
3,3,60,18.73,112,1,12
3,3,60,18.704,111.6,1,12
3,3,60,18.6942,110.4,1,12
3,3,60,18.691,111,1,12
3,3,60,18.7072,111.6,1,12
3,3,60,18.704,111.4,1,12
3,3,60,18.704,111.4,1,12
3,3,60,18.7007,110.6,1,12
3,3,60,18.717,111.4,1,12
3,3,60,18.7072,111,1,12
3,3,60,18.717,111,1,12
3,3,60,18.6877,110.6,1,12
3,3,60,18.678,110.6,1,12
3,3,60,18.704,111.2,1,12
3,3,60,18.704,111.2,1,12
3,3,60,18.756,113.4,1,12
3,3,60,18.6942,110.4,1,12
3,3,60,18.7137,112.4,1,12
3,3,60,18.704,110.2,1,12
3,3,60,18.6942,110.8,1,12
3,3,81,20.6077,100.6,1,13
3,3,81,20.6207,100.4,1,13
3,3,81,20.624,100.6,1,13
3,3,81,20.611,100.4,1,13
3,3,81,20.624,101.224,0.98,13
3,3,81,20.6207,100.4,1,13
3,3,81,20.6142,100.6,1,13
3,3,81,20.6142,100.4,1,13
3,3,81,20.6175,101,1,13
3,3,81,20.624,100.8,1,13
3,3,81,20.5947,100.4,1,13
3,3,81,20.6272,101.4,1,13
3,3,81,20.6175,100.408,0.98,13
3,3,81,20.6337,102,1,13
3,3,81,20.6175,100.6,1,13
3,3,81,20.6175,100.2,1,13
3,3,81,20.6337,100.4,1,13
3,3,81,20.611,101,1,13
3,3,81,20.6272,100.8,1,13
3,3,81,20.6012,100.4,1,13
3,3,81,20.6045,100.6,1,13
3,3,81,20.6045,100.2,1,13
3,3,81,20.6305,101.2,1,13
3,3,81,20.6175,100.8,1,13
3,3,81,20.611,100.6,1,13
3,3,81,20.624,100.8,1,13
3,3,81,20.6012,100.2,1,13
3,3,81,20.6207,100.6,1,13
3,3,81,20.6142,100.4,1,13
3,3,81,20.6207,100.2,1,13
3,3,81,20.6142,100.6,1,13
3,3,81,20.6175,100.4,1,13
3,3,81,20.6012,100.6,1,13
3,3,81,20.6142,100.8,1,13
3,3,81,20.6045,100,1,13
3,3,81,20.624,101.2,1,13
3,3,81,20.6012,100.4,1,13
3,3,81,20.6207,100.6,1,13
3,3,84,19.9193,160,1,14
3,3,84,19.9225,160.2,1,14
3,3,84,19.929,160.6,1,14
3,3,84,19.955,161,1,14
3,3,84,19.9388,160.6,1,14
3,3,84,19.9518,160.612,0.98,14
3,3,84,19.9453,160.4,1,14
3,3,84,19.9355,160,1,14
3,3,84,19.9518,160.2,1,14
3,3,84,19.9355,160.2,1,14
3,3,84,19.9681,160.8,1,14
3,3,84,19.955,160.6,1,14
3,3,84,19.9453,161.8,1,14
3,3,84,19.9518,161.2,1,14
3,3,84,19.9746,160.8,1,14
3,3,84,19.9453,160.8,1,14
3,3,84,19.9225,160.2,1,14
3,3,84,19.955,161,1,14
3,3,84,19.942,160.8,1,14
3,3,84,19.955,161.4,1,14
3,3,84,19.9453,160.8,1,14
3,3,84,19.9388,160.4,1,14
3,3,84,19.9355,161,1,14
3,3,84,19.955,160.6,1,14
3,3,84,19.9811,161.6,1,14
3,3,84,19.9323,160.4,1,14
3,3,84,19.9355,160.2,1,14
3,3,84,19.9388,160.2,1,14
3,3,84,19.942,160.6,1,14
3,3,84,19.9648,161,1,14
3,3,84,19.9225,160.2,1,14
3,3,84,19.9388,160,1,14
3,3,84,19.929,160.4,1,14
3,3,84,19.916,160.4,1,14
3,3,84,19.9518,160.8,1,14
3,3,84,19.9713,160.612,0.98,14
3,3,84,19.9225,160.4,1,14
3,3,84,19.9518,160.2,1,14
3,3,87,23.9618,161.6,1,15
3,3,87,23.9586,161.2,1,15
3,3,87,23.9195,160.6,1,15
3,3,87,23.9293,160.4,1,15
3,3,87,23.939,160.8,1,15
3,3,87,23.9586,160.4,1,15
3,3,87,23.939,160.6,1,15
3,3,87,23.9488,160.6,1,15
3,3,87,23.9488,160.6,1,15
3,3,87,23.939,160.6,1,15
3,3,87,23.9423,161,1,15
3,3,87,23.9455,160.6,1,15
3,3,87,23.9195,160.4,1,15
3,3,87,23.926,160.2,1,15
3,3,87,23.9228,160,1,15
3,3,87,23.9358,161,1,15
3,3,87,23.9455,161.2,1,15
3,3,87,23.952,161.4,1,15
3,3,87,23.9423,161.6,1,15
3,3,87,23.926,160.6,1,15
3,3,87,23.9553,161,1,15
3,3,87,23.952,160.6,1,15
3,3,87,23.9325,160.4,1,15
3,3,87,23.9586,160.6,1,15
3,3,87,23.9683,160.408,0.98,15
3,3,87,23.9683,161,1,15
3,3,87,23.9455,160.2,1,15
3,3,87,23.9293,160.6,1,15
3,3,87,23.952,160.8,1,15
3,3,87,23.9423,160.4,1,15
3,3,87,23.939,160.6,1,15
3,3,87,23.9455,160.6,1,15
3,3,87,23.9358,160.8,1,15
3,3,87,23.9488,161,1,15
3,3,87,23.952,161.6,1,15
3,3,87,23.9586,161,1,15
3,3,87,23.9488,160.8,1,15
3,3,87,23.952,160.8,1,15
3,3,90,26.8913,201,1,16
3,3,90,26.8848,200.6,1,16
3,3,90,26.8783,200.4,1,16
3,3,90,26.8913,200.2,1,16
3,3,90,26.9075,200.8,1,16
3,3,90,26.8848,200.2,1,16
3,3,90,26.888,200.6,1,16
3,3,90,26.8848,200.6,1,16
3,3,90,26.875,200,1,16
3,3,90,26.901,201,1,16
3,3,90,26.8913,201,1,16
3,3,90,26.8783,200.4,1,16
3,3,90,26.901,200.4,1,16
3,3,90,26.8945,201,1,16
3,3,90,26.8848,200.2,1,16
3,3,90,26.8945,200.8,1,16
3,3,90,26.888,200.6,1,16
3,3,90,26.8815,200.4,1,16
3,3,90,26.901,200.8,1,16
3,3,90,26.8945,200.6,1,16
3,3,90,26.8783,200.6,1,16
3,3,90,26.9075,201,1,16
3,3,90,26.8913,200.2,1,16
3,3,90,26.8945,200.4,1,16
3,3,90,26.8945,200.4,1,16
3,3,90,26.8978,200.2,1,16
3,3,90,26.8978,200.8,1,16
3,3,90,26.8978,201.2,1,16
3,3,90,26.8848,201,1,16
3,3,90,26.8978,200.8,1,16
3,3,90,26.8815,200.2,1,16
3,3,90,26.8848,200.4,1,16
3,3,90,26.888,200.6,1,16
3,3,90,26.8945,200.8,1,16
3,3,90,26.8913,200.6,1,16
3,3,90,26.8848,200.4,1,16
3,3,90,26.9303,201,1,16
3,3,90,26.9043,200.4,1,16
3,4,81,18.861,120.6,1,17
3,4,81,18.8935,121.4,1,17
3,4,81,18.8675,121,1,17
3,4,81,18.9,120.8,1,17
3,4,81,18.8838,120.8,1,17
3,4,81,18.874,120.6,1,17
3,4,81,18.8675,120.408,0.98,17
3,4,81,18.8675,120.4,1,17
3,4,81,18.874,120.4,1,17
3,4,81,18.8675,120.8,1,17
3,4,81,18.8838,121,1,17
3,4,81,18.861,120.6,1,17
3,4,81,18.8675,120.6,1,17
3,4,81,18.8805,120.6,1,17
3,4,81,18.8935,121.2,1,17
3,4,81,18.9033,122,1,17
3,4,81,18.8675,120.4,1,17
3,4,81,18.8773,120.8,1,17
3,4,81,18.887,120.4,1,17
3,4,81,18.887,121.4,1,17
3,4,81,18.887,121.2,1,17
3,4,81,18.887,121.2,1,17
3,4,81,18.874,120.4,1,17
3,4,81,18.8675,120.8,1,17
3,4,81,18.8707,120.2,1,17
3,4,81,18.8707,121,1,17
3,4,81,18.8903,120.4,1,17
3,4,81,18.8903,120.8,1,17
3,4,81,18.8805,120.8,1,17
3,4,81,18.874,121.2,1,17
3,4,81,18.8545,120.4,1,17
3,4,81,18.8805,120.8,1,17
3,4,81,18.8675,120.4,1,17
3,4,81,18.8707,120.2,1,17
3,4,81,18.8642,120.8,1,17
3,4,81,18.8675,120.8,1,17
3,4,81,18.874,121,1,17
3,4,81,18.874,121.2,1,17
3,4,84,23.9195,161,1,18
3,4,84,23.9163,160.4,1,18
3,4,84,23.926,160.4,1,18
3,4,84,23.9163,160.8,1,18
3,4,84,23.913,160.8,1,18
3,4,84,23.926,161.2,1,18
3,4,84,23.926,161,1,18
3,4,84,23.9293,161,1,18
3,4,84,23.913,161,1,18
3,4,84,23.9163,160.8,1,18
3,4,84,23.9065,160.4,1,18
3,4,84,23.9163,160.408,0.98,18
3,4,84,23.926,160.8,1,18
3,4,84,23.9228,160.8,1,18
3,4,84,23.926,161.6,1,18
3,4,84,23.926,160.4,1,18
3,4,84,23.9098,160.2,1,18
3,4,84,23.9293,161.4,1,18
3,4,84,23.913,160.2,1,18
3,4,84,23.9065,160.6,1,18
3,4,84,23.9195,160.4,1,18
3,4,84,23.9195,160.6,1,18
3,4,84,23.952,162.6,1,18
3,4,84,23.9228,161.2,1,18
3,4,84,23.9098,160.6,1,18
3,4,84,23.913,160.6,1,18
3,4,84,23.9163,160.8,1,18
3,4,84,23.9195,160.6,1,18
3,4,84,23.9163,160.4,1,18
3,4,84,23.9358,161.6,1,18
3,4,84,23.9065,160,1,18
3,4,84,23.9293,161.4,1,18
3,4,84,23.9195,160.4,1,18
3,4,84,23.913,160.8,1,18
3,4,84,23.913,160.6,1,18
3,4,84,23.9228,160.8,1,18
3,4,84,23.9098,160.4,1,18
3,4,84,23.9293,161.429,0.98,18
3,4,87,32.8701,201.224,0.98,19
3,4,87,32.8278,200.2,1,19
3,4,87,32.8408,200.8,1,19
3,4,87,32.8441,201.4,1,19
3,4,87,32.8603,201.4,1,19
3,4,87,32.8571,201.2,1,19
3,4,87,32.8766,202,1,19
3,4,87,32.8441,200.6,1,19
3,4,87,32.8376,200.4,1,19
3,4,87,32.8408,200.8,1,19
3,4,87,32.8441,201.2,1,19
3,4,87,32.8408,200,0.98,19
3,4,87,32.8473,201,1,19
3,4,87,32.8506,200.8,1,19
3,4,87,32.8571,201,1,19
3,4,87,32.8701,202,1,19
3,4,87,32.8376,201,1,19
3,4,87,32.8538,201.4,1,19
