A,C,P,B,L,R,LA
3,1,81,18.7203,150.6,1,3
3,1,81,18.7007,150.408,0.98,3
3,1,81,18.717,150.4,1,3
3,1,81,18.691,150.4,1,3
3,1,81,18.6845,150.408,0.98,3
3,1,81,18.6877,150,0.98,3
3,1,81,18.7137,151.633,0.98,3
3,1,81,18.6975,150.6,1,3
3,1,81,18.6975,151.2,1,3
3,1,81,18.7203,151.633,0.98,3
3,1,81,18.6877,150.2,1,3
3,1,81,18.6942,150.417,0.96,3
3,1,81,18.7528,150.816,0.98,3
3,1,81,18.7007,150.4,1,3
3,1,81,18.691,150.4,1,3
3,1,81,18.6812,150.8,1,3
3,1,81,18.7007,150.4,1,3
3,1,81,18.717,150.408,0.98,3
3,1,81,18.7007,151.429,0.98,3
3,1,81,18.717,150.8,1,3
3,1,81,18.7007,150.4,1,3
3,1,81,18.6812,150.2,1,3
3,1,81,18.7365,152,1,3
3,1,81,18.691,150.612,0.98,3
3,1,81,18.6942,150.6,1,3
3,1,81,18.691,150.2,1,3
3,1,81,18.7105,150.8,1,3
3,1,81,18.7007,150.4,1,3
3,1,81,18.7072,151.633,0.98,3
3,1,81,18.7105,151.4,1,3
3,1,81,18.691,150.4,1,3
3,1,81,18.6975,151.224,0.98,3
3,1,81,18.7007,150.208,0.96,3
3,1,81,18.704,150.6,1,3
3,1,81,18.6975,150.4,1,3
3,1,81,18.7072,150.408,0.98,3
3,1,81,18.704,151,1,3
3,1,81,18.7203,151.4,1,3
3,1,81,18.7137,150.4,1,3
3,1,81,18.7137,150.8,1,3
3,1,81,18.7007,150.417,0.96,3
3,1,81,18.704,151.224,0.98,3
3,1,81,18.6812,150.2,1,3
3,1,81,18.7105,150.816,0.98,3
3,1,81,18.704,152,1,3
3,1,81,18.704,152.4,1,3
3,1,81,18.6942,150.6,1,3
3,1,81,18.6845,150.6,1,3
3,1,81,18.7072,150.8,1,3
3,1,81,18.7072,150.4,1,3
3,1,81,18.7072,151,1,3
3,1,81,18.691,150.8,1,3
3,1,81,18.6877,150.8,1,3
3,1,81,18.7072,150.4,1,3
3,1,81,18.7333,151.02,0.98,3
3,1,81,18.7235,150.4,1,3
3,1,81,18.6877,150.2,1,3
3,1,81,18.6975,150.8,1,3
3,1,81,18.704,150.8,1,3
3,1,81,18.7137,150.4,1,3
3,1,81,18.6975,150.2,1,3
3,1,81,18.7137,151.4,1,3
3,1,81,18.7137,151.429,0.98,3
3,1,81,18.7072,150.4,1,3
3,1,81,18.6975,150.4,1,3
3,1,81,18.7072,150.2,1,3
3,1,81,18.691,150.6,1,3
3,1,81,18.6942,150.2,1,3
3,1,81,18.704,151,1,3
3,1,81,18.7203,150.612,0.98,3
3,1,81,18.717,150.8,1,3
3,1,81,18.7072,151,1,3
3,1,87,18.9065,161.2,1,4
3,1,87,18.8707,160.2,1,4
3,1,87,18.9163,161,1,4
3,1,87,18.8773,160.8,1,4
3,1,87,18.874,160.8,1,4
3,1,87,18.8838,161.2,1,4
3,1,87,18.887,160.6,1,4
3,1,87,18.8805,161.2,1,4
3,1,87,18.8935,160.816,0.98,4
3,1,87,18.8968,160.6,1,4
3,1,87,18.887,160.8,1,4
3,1,87,18.8935,161,1,4
3,1,87,18.8707,160.204,0.98,4
3,1,87,18.9163,163.2,1,4
3,1,87,18.8773,160.2,1,4
3,1,87,18.874,160.2,1,4
3,1,87,18.8903,160.4,1,4
3,1,87,18.9033,162.2,1,4
3,1,87,18.8805,160.8,1,4
3,1,87,18.8838,160.2,1,4
3,1,87,18.8838,160.6,1,4
3,1,87,18.8675,160.6,1,4
3,1,87,18.8707,160.816,0.98,4
3,1,87,18.8707,160.4,1,4
3,1,87,18.8805,160.6,1,4
3,1,87,18.8838,160.8,1,4
3,1,87,18.8675,161,1,4
3,1,87,18.9228,160.816,0.98,4
3,1,87,18.8675,160.4,1,4
3,1,87,18.874,160.2,1,4
3,1,87,18.9,160.612,0.98,4
3,1,87,18.874,160.4,1,4
3,1,87,18.8805,160.6,1,4
3,1,87,18.926,160.2,1,4
3,1,87,18.8805,160,1,4
3,1,87,18.9195,161.4,1,4
3,1,87,18.9,161.02,0.98,4
3,1,87,18.8707,160.8,1,4
3,1,87,18.887,162.2,1,4
3,1,87,18.8903,160.6,1,4
3,1,87,18.8838,160.816,0.98,4
3,1,87,18.8805,160.8,1,4
3,1,87,18.8773,160.6,1,4
3,1,87,18.8773,160.408,0.98,4
3,1,87,18.874,160.8,1,4
3,1,87,18.8838,160.2,1,4
3,1,87,18.8968,160.4,1,4
3,1,87,18.887,161.8,1,4
3,1,87,18.9065,161.8,1,4
3,1,87,18.8805,160.2,1,4
3,1,87,18.8935,161.8,1,4
3,1,87,18.913,160.204,0.98,4
3,1,87,18.8707,160.204,0.98,4
3,1,87,18.9,160.6,1,4
3,1,87,18.887,160.6,1,4
3,1,87,18.8805,160.2,1,4
3,1,87,18.8545,160.2,1,4
3,1,87,18.9098,161,1,4
3,1,87,18.8675,160.8,1,4
3,1,87,18.861,160.816,0.98,4
3,1,87,18.8838,160.2,1,4
3,1,87,18.8773,160.6,1,4
3,1,87,18.8903,162.2,1,4
3,1,87,18.8675,160.4,1,4
3,1,87,18.913,161.4,1,4
3,1,87,18.8707,161.4,1,4
3,1,87,18.8773,160.4,1,4
3,1,87,18.8838,160.6,1,4
3,1,87,18.8675,160.204,0.98,4
3,1,87,18.9098,161,1,4
3,1,87,18.8903,160.8,1,4
3,1,87,18.9065,160.4,1,4
3,1,87,18.8903,161,1,4
3,1,87,18.8903,161.4,1,4
3,1,87,18.9,160.6,1,4
3,1,90,21.666,210.8,1,5
3,1,90,21.6595,210.2,1,5
3,1,90,21.653,211,1,5
3,1,90,21.6758,210.6,1,5
3,1,90,21.6562,210.6,1,5
3,1,90,21.6758,210.6,1,5
3,1,90,21.6497,211,1,5
3,1,90,21.6562,210.8,1,5
3,1,90,21.6725,210.8,1,5
3,1,90,21.6855,211.224,0.98,5
3,1,90,21.666,211.2,1,5
3,1,90,21.6432,210.816,0.98,5
3,1,90,21.6497,210,1,5
3,1,90,21.6888,210.6,1,5
3,1,90,21.6725,211,1,5
3,1,90,21.679,210.816,0.98,5
3,1,90,21.6758,210.6,1,5
3,1,90,21.692,210.8,1,5
3,1,90,21.679,211.6,1,5
3,1,90,21.6595,210,1,5
3,1,90,21.6595,210.4,1,5
3,1,90,21.679,210.8,1,5
3,1,90,21.6692,211,1,5
3,1,90,21.6627,210.6,1,5
3,1,90,21.6627,210.6,1,5
3,1,90,21.6595,210.2,1,5
3,1,90,21.6627,210.6,1,5
3,1,90,21.6562,210.8,1,5
3,1,90,21.666,211.6,1,5
3,1,90,21.6627,210.4,1,5
3,1,90,21.6595,210.6,1,5
3,1,90,21.679,211.8,1,5
3,1,90,21.6562,210.4,1,5
3,1,90,21.6692,211.2,1,5
3,1,90,21.6725,211.8,1,5
3,1,90,21.666,210.6,1,5
3,1,90,21.679,211.8,1,5
3,1,90,21.6595,211.2,1,5
3,1,90,21.6692,210.6,1,5
3,1,90,21.692,211.8,1,5
3,1,90,21.6888,211.02,0.98,5
3,1,90,21.653,210.4,1,5
3,1,90,21.692,211.8,1,5
3,1,90,21.6758,211,1,5
3,1,90,21.6432,210.2,1,5
3,1,90,21.6823,211,1,5
3,1,90,21.6627,210.6,1,5
3,1,90,21.6595,211.4,1,5
3,1,90,21.666,211.2,1,5
3,1,90,21.6758,210,1,5
3,1,90,21.6823,211,1,5
3,1,90,21.6497,210.2,1,5
3,1,90,21.6692,210.6,1,5
3,1,90,21.6595,210.6,1,5
3,1,90,21.666,210.8,1,5
3,1,90,21.666,211.6,1,5
3,1,90,21.64,210.2,1,5
3,1,90,21.6627,211.2,1,5
3,1,90,21.6692,211,1,5
3,1,90,21.6595,210.6,1,5
3,1,90,21.679,210.8,1,5
3,1,90,21.6627,210.6,1,5
3,1,90,21.692,210.8,1,5
3,1,90,21.653,210.2,1,5
3,1,90,21.6497,210.4,1,5
3,1,90,21.6692,210.4,1,5
3,1,90,21.6465,210.2,1,5
3,1,90,21.666,210.4,1,5
3,1,90,21.6725,211.8,1,5
3,1,90,21.6725,211.4,1,5
3,1,90,21.6627,211,1,5
3,1,90,21.6562,210.2,1,5
3,1,90,21.6595,210.6,1,5
3,1,90,21.666,210.8,1,5
3,1,90,21.653,210.2,1,5
3,2,60,13.0709,113.265,0.98,6
3,2,60,13.0546,112.857,0.98,6
3,2,60,13.0513,113.8,1,6
3,2,60,13.0188,112.857,0.98,6
3,2,60,13.0448,112.8,1,6
3,2,60,13.0221,111,1,6
3,2,60,13.0221,112,1,6
3,2,60,13.0644,113.4,1,6
3,2,60,13.0351,112.4,1,6
3,2,60,13.0318,112.2,1,6
3,2,60,13.0318,114,1,6
3,2,60,13.0774,112.2,1,6
3,2,60,13.0644,113.8,1,6
3,2,60,13.0221,112.6,1,6
3,2,60,13.009,112.2,1,6
3,2,60,13.0806,113.2,1,6
3,2,60,13.0156,112.4,1,6
3,2,60,13.0676,113.8,1,6
3,2,60,13.0383,113.265,0.98,6
3,2,60,13.0416,113,1,6
3,2,60,13.0448,113.265,0.98,6
3,2,60,13.0644,113.4,1,6
3,2,60,13.0774,113,1,6
3,2,60,13.0253,111.2,1,6
3,2,60,13.0513,113.4,1,6
3,2,60,13.0318,112.2,1,6
3,2,60,13.0416,112.2,1,6
3,2,60,13.0351,112.245,0.98,6
3,2,60,13.0611,112.449,0.98,6
3,2,60,13.0513,112.8,1,6
3,2,60,13.0351,111.2,1,6
3,2,60,13.0611,112.4,1,6
3,2,60,13.0513,113,1,6
3,2,60,13.0644,112.8,1,6
3,2,60,13.0513,112.6,1,6
3,2,60,13.0383,112.2,1,6
3,2,60,13.0383,112.8,1,6
3,2,60,13.0481,112.8,1,6
3,2,60,13.0481,112,1,6
3,2,60,13.0286,113,1,6
3,2,60,13.0481,112,1,6
3,2,60,13.0546,113,1,6
3,2,60,13.0448,113,1,6
3,2,60,13.0318,113.2,1,6
3,2,60,13.0481,113,1,6
3,2,60,13.0546,111.6,1,6
3,2,60,13.0481,112.2,1,6
3,2,60,13.0546,112,1,6
3,2,60,13.0546,112.4,1,6
3,2,60,13.0546,113,1,6
3,2,60,13.0774,113.2,1,6
3,2,60,13.0448,113,1,6
3,2,60,13.0318,112.6,1,6
3,2,60,13.0156,112.2,1,6
3,2,60,13.0611,112,1,6
3,2,60,13.0513,112,1,6
3,2,60,13.0644,113.6,1,6
3,2,60,13.0123,112.8,1,6
3,2,60,13.0611,112.4,1,6
3,2,60,13.0448,113.2,1,6
3,2,60,13.0383,113,1,6
3,2,60,13.0286,111.4,1,6
3,2,60,13.0416,111.6,1,6
3,2,60,13.0351,112.2,1,6
3,2,60,13.0513,113.469,0.98,6
3,2,60,13.0123,112.6,1,6
3,2,60,13.0546,113.2,1,6
3,2,60,13.0448,112.245,0.98,6
3,2,60,13.0546,111.8,1,6
3,2,60,13.0676,113.8,1,6
3,2,60,13.0058,111.8,1,6
3,2,60,13.0513,111.8,1,6
3,2,60,13.0383,112.6,1,6
3,2,60,13.0253,111.8,1,6
3,2,60,13.0806,112.245,0.98,6
3,2,66,16.8165,120.6,1,7
3,2,66,16.836,120.612,0.98,7
3,2,66,16.8295,120.8,1,7
3,2,66,16.836,121.02,0.98,7
3,2,66,16.8263,120.417,0.96,7
3,2,66,16.8198,120.8,1,7
3,2,66,16.8003,120.213,0.94,7
3,2,66,16.8198,120.8,1,7
3,2,66,16.8133,120,1,7
3,2,66,16.8068,120.208,0.96,7
3,2,66,16.8425,121.02,0.98,7
3,2,66,16.8328,121,1,7
3,2,66,16.836,120.816,0.98,7
3,2,66,16.8133,121.25,0.96,7
3,2,66,16.8458,120.4,1,7
3,2,66,16.8328,120.612,0.98,7
3,2,66,16.8328,120.833,0.96,7
3,2,66,16.8816,121.224,0.98,7
3,2,66,16.8165,120.208,0.96,7
3,2,66,16.823,121.224,0.98,7
3,2,66,16.81,121.02,0.98,7
3,2,66,16.8198,120.417,0.96,7
3,2,66,16.8133,120.816,0.98,7
3,2,66,16.8263,120,1,7
3,2,66,16.81,120.638,0.94,7
3,2,66,16.8198,120.2,1,7
3,2,66,16.81,120.612,0.98,7
3,2,66,16.849,120.8,1,7
3,2,66,16.8068,120.4,1,7
3,2,66,16.81,120,1,7
3,2,66,16.8133,121,1,7
3,2,66,16.8263,120.208,0.96,7
3,2,66,16.8393,120.816,0.98,7
3,2,66,16.849,120.2,1,7
3,2,66,16.8165,120.417,0.96,7
3,2,66,16.8198,120.204,0.98,7
3,2,66,16.8035,120.2,1,7
3,2,66,16.8458,120.851,0.94,7
3,2,66,16.8295,120.6,1,7
3,2,66,16.8263,121,1,7
3,2,66,16.8198,120.2,1,7
3,2,66,16.8588,120.625,0.96,7
3,2,66,16.7905,120.417,0.96,7
3,2,66,16.823,120.612,0.98,7
3,2,66,16.8393,121.042,0.96,7
3,2,66,16.849,121.2,1,7
3,2,66,16.8198,120.816,0.98,7
3,2,66,16.8295,120.2,1,7
3,2,66,16.8198,120.6,1,7
3,2,66,16.823,120.2,1,7
3,2,66,16.8295,120.816,0.98,7
3,2,66,16.8198,120.625,0.96,7
3,2,66,16.797,120.4,1,7
3,2,66,16.8295,120.612,0.98,7
3,2,66,16.8035,120.612,0.98,7
3,2,66,16.836,120.4,1,7
3,2,66,16.8328,120.8,1,7
3,2,66,16.8165,120.417,0.96,7
3,2,66,16.823,120.6,1,7
3,2,66,16.8133,120,1,7
3,2,66,16.8165,120.625,0.96,7
3,2,66,16.81,120.6,1,7
3,2,66,16.8295,120.204,0.98,7
3,2,66,16.8068,120.612,0.98,7
3,2,66,16.8198,121.2,1,7
3,2,66,16.8328,120.417,0.96,7
3,2,66,16.8165,120,1,7
3,2,66,16.8198,120.408,0.98,7
3,2,66,16.8523,121.2,1,7
3,2,66,16.8295,120.408,0.98,7
3,2,66,16.8458,120,1,7
3,2,66,16.81,120.4,1,7
3,2,66,16.8393,120.408,0.98,7
3,2,66,16.8458,121.429,0.98,7
3,2,66,16.7937,120.2,1,7
3,2,78,18.7072,110.2,1,8
3,2,78,18.7137,111,1,8
3,2,78,18.7268,110.6,1,8
3,2,78,18.691,110.6,1,8
3,2,78,18.7007,111.429,0.98,8
3,2,78,18.691,110.2,1,8
3,2,78,18.7137,110.6,1,8
3,2,78,18.7105,111.2,1,8
3,2,78,18.7203,111.2,1,8
3,2,78,18.6975,110.6,1,8
3,2,78,18.704,111.429,0.98,8
3,2,78,18.6845,110,1,8
3,2,78,18.704,111,1,8
3,2,78,18.7072,110.6,1,8
3,2,78,18.7072,110.6,1,8
3,2,78,18.6975,110.8,1,8
3,2,78,18.7007,110.8,1,8
3,2,78,18.7105,111.2,1,8
3,2,78,18.717,110.2,1,8
3,2,78,18.691,110.8,1,8
3,2,78,18.6975,110.8,1,8
3,2,78,18.7105,110.408,0.98,8
3,2,78,18.7203,110.8,1,8
3,2,78,18.704,110.2,1,8
3,2,78,18.704,110.4,1,8
3,2,78,18.7105,110.4,1,8
3,2,78,18.691,110.8,1,8
3,2,78,18.7072,110.4,1,8
3,2,78,18.704,110.6,1,8
3,2,78,18.6942,110.4,1,8
3,2,78,18.7268,110.8,1,8
3,2,78,18.7072,111,1,8
3,2,78,18.7007,110.4,1,8
3,2,78,18.7072,110.8,1,8
3,2,78,18.7007,110.6,1,8
3,2,78,18.7105,110.4,1,8
3,2,78,18.7203,111.224,0.98,8
3,2,78,18.704,110.4,1,8
3,2,78,18.7137,110.816,0.98,8
3,2,78,18.7137,110.204,0.98,8
3,2,78,18.7105,111,1,8
3,2,78,18.6975,110.6,1,8
3,2,78,18.7007,110.4,1,8
3,2,78,18.7268,110.8,1,8
3,2,78,18.7007,110.2,1,8
3,2,78,18.717,110.6,1,8
3,2,78,18.7268,111.6,1,8
3,2,78,18.704,111,1,8
3,2,78,18.6975,111,1,8
3,2,78,18.7105,110.6,1,8
3,2,78,18.7072,111,1,8
3,2,78,18.704,111,1,8
3,2,78,18.7137,110.8,1,8
3,2,78,18.7007,110.2,1,8
3,2,78,18.704,110.8,1,8
3,2,78,18.7072,110.4,1,8
3,2,78,18.717,110.8,1,8
3,2,78,18.704,110.8,1,8
3,2,78,18.7105,111.4,1,8
3,2,78,18.73,111.2,1,8
3,2,78,18.7007,110.2,1,8
3,2,78,18.7007,110.2,1,8
3,2,78,18.6942,110.4,1,8
3,2,78,18.7007,110.8,1,8
3,2,78,18.6975,110.6,1,8
3,2,78,18.7007,110.408,0.98,8
3,2,78,18.691,110,1,8
3,2,78,18.7137,111.6,1,8
3,2,78,18.704,110.6,1,8
3,2,78,18.7268,111.2,1,8
3,2,78,18.7235,111.2,1,8
3,2,78,18.7268,111.2,1,8
3,2,78,18.7105,110.6,1,8
3,2,78,18.7203,111.429,0.98,8
3,2,78,18.7007,111.2,1,8
3,2,84,25.0001,110.6,1,9
3,2,84,25.0228,110.8,1,9
3,2,84,25.0033,110.8,1,9
3,2,84,25.0066,110.8,1,9
3,2,84,24.9838,110.612,0.98,9
3,2,84,25.0033,110.6,1,9
3,2,84,25.0293,111.8,1,9
3,2,84,25.0228,110.8,1,9
3,2,84,25.0001,110.2,1,9
3,2,84,24.9903,110.4,1,9
3,2,84,25.0131,110.2,1,9
3,2,84,25.0326,111,1,9
3,2,84,25.0196,111.4,1,9
3,2,84,25.0131,110.4,1,9
3,2,84,25.0196,110.6,1,9
3,2,84,25.0131,110.816,0.98,9
3,2,84,24.9968,111,1,9
3,2,84,25.0098,111.8,1,9
3,2,84,25.0131,110.612,0.98,9
3,2,84,25.0066,110.8,1,9
3,2,84,25.0196,110.6,1,9
3,2,84,25.0228,111,1,9
3,2,84,25.0033,110.4,1,9
3,2,84,24.9935,110.2,1,9
3,2,84,24.9968,110.408,0.98,9
3,2,84,25.0001,110.4,1,9
3,2,84,25.0293,110.6,1,9
3,2,84,24.9968,110.8,1,9
3,2,84,24.9903,111,1,9
3,2,84,25.0196,110.408,0.98,9
3,2,84,25.0033,111.6,1,9
3,2,84,25.0228,111,1,9
3,2,84,25.0196,110,0.98,9
3,2,84,25.0098,110.2,1,9
3,2,84,25.0001,110.6,1,9
3,2,84,25.0391,112,1,9
3,2,84,25.0098,110.4,1,9
3,2,84,25.0001,110.2,1,9
3,2,84,25.0066,110.612,0.98,9
3,2,84,25.0001,110.4,1,9
3,2,84,25.0098,110.8,1,9
3,2,84,25.0196,110.816,0.98,9
3,2,84,24.9708,110.4,1,9
3,2,84,25.0131,111,1,9
3,2,84,24.9903,110.2,1,9
3,2,84,25.0228,110.612,0.98,9
3,2,84,25.0098,110.2,1,9
3,2,84,24.987,110.4,1,9
3,2,84,25.0098,110.4,1,9
3,2,84,24.9708,110.6,1,9
3,2,84,25.0066,110.4,1,9
3,2,84,25.0228,110,1,9
3,2,84,25.0293,111.6,1,9
