A,C,P,B,L,R,LA
3,1,60,14.8445,150,1,0
3,1,60,14.8347,150,1,0
3,1,60,14.8282,150,1,0
3,1,60,14.8282,150,1,0
3,1,60,14.8347,150,1,0
3,1,60,14.8249,150,1,0
3,1,60,14.8445,150,1,0
3,1,60,14.8282,150,1,0
3,1,60,14.8217,150,1,0
3,1,60,14.8347,150,1,0
3,1,60,14.8315,150,1,0
3,1,60,14.8282,150,1,0
3,1,60,14.8315,150,1,0
3,1,60,14.8217,150,1,0
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,66,16.7384,150,1,1
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,78,18.6584,150,1,2
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,151,1,3
3,1,81,18.6584,151,1,3
3,1,81,18.6584,151,1,3
3,1,81,18.6584,151,1,3
3,1,81,18.6584,151,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,81,18.6584,150,1,3
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,87,18.835,160,1,4
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,1,90,21.6237,210,1,5
3,2,60,12.9082,110,1,6
3,2,60,12.918,110,1,6
3,2,60,12.9147,110,1,6
3,2,60,12.9049,110,1,6
3,2,60,12.9212,110,1,6
3,2,60,12.9212,110,1,6
3,2,60,12.9245,110,1,6
3,2,60,12.9082,110,1,6
3,2,60,12.918,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9049,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9082,110,1,6
3,2,60,12.9147,110,1,6
3,2,60,12.9147,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9147,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9082,110,1,6
3,2,60,12.9049,110,1,6
3,2,60,12.9017,110,1,6
3,2,60,12.9017,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.8984,110,1,6
3,2,60,12.9049,110,1,6
3,2,60,12.9049,110,1,6
3,2,60,12.9082,110,1,6
3,2,60,12.9082,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9147,110,1,6
3,2,60,12.9049,110,1,6
3,2,60,12.918,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9049,110,1,6
3,2,60,12.9049,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9147,110,1,6
3,2,60,12.9147,110,1,6
3,2,60,12.9212,110,1,6
3,2,60,12.9147,110,1,6
3,2,60,12.9049,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9049,110,1,6
3,2,60,12.9049,110,1,6
3,2,60,12.9147,110,1,6
3,2,60,12.9147,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9082,110,1,6
3,2,60,12.9147,110,1,6
3,2,60,12.918,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9212,110,1,6
3,2,60,12.9049,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9082,110,1,6
3,2,60,12.9245,110,1,6
3,2,60,12.9147,110,1,6
3,2,60,12.9082,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9017,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9082,110,1,6
3,2,60,12.8984,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9082,110,1,6
3,2,60,12.9147,110,1,6
3,2,60,12.9082,110,1,6
3,2,60,12.9115,110,1,6
3,2,60,12.9082,110,1,6
3,2,60,12.9212,110,1,6
3,2,60,12.9082,110,1,6
3,2,60,12.9049,110,1,6
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,66,16.7384,120,1,7
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,78,18.6584,110,1,8
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,84,24.948,110,1,9
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,87,19.188,120,1,10
3,2,90,28.782,200,1,11
3,2,90,28.782,200,1,11
3,2,90,28.782,200,1,11
3,2,90,28.782,200,1,11
3,2,90,28.782,200,1,11
3,2,90,28.782,200,1,11
3,2,90,28.782,200,1,11
3,2,90,28.782,200,1,11
3,2,90,28.782,200,1,11
3,2,90,28.782,200,1,11
3,2,90,28.782,200,1,11
