A,C,P,B,L,R,LA
2.0,1.0,66.0,16.1072,230.0,0.82,34.0
2.0,1.0,78.0,17.9881,217.067,0.86,35.0
2.0,1.0,78.0,17.9784,164.533,0.92,35.0
2.0,1.0,78.0,17.9621,203.733,0.88,35.0
2.0,1.0,81.0,17.9881,136.667,0.96,36.0
2.0,1.0,81.0,17.9914,151.2,0.94,36.0
2.0,1.0,81.0,17.9784,217.867,0.84,36.0
2.0,1.0,87.0,18.1647,147.067,0.96,37.0
2.0,1.0,87.0,18.1517,148.667,0.96,37.0
2.0,1.0,90.0,20.7834,160.8,1.0,38.0
2.0,1.0,90.0,20.7997,201.2,0.94,38.0
2.0,2.0,60.0,12.2216,240.2,0.82,39.0
2.0,2.0,60.0,12.2249,147.067,0.9,39.0
2.0,2.0,60.0,12.2347,201.4,0.88,39.0
2.0,2.0,66.0,16.0714,200.8,0.88,40.0
2.0,2.0,66.0,16.1039,201.0,0.86,40.0
2.0,2.0,66.0,16.0974,146.867,0.92,40.0
2.0,2.0,78.0,18.0207,137.467,0.9,41.0
2.0,2.0,78.0,18.0109,181.319,0.8,41.0
2.0,2.0,78.0,18.0207,150.8,0.88,41.0
2.0,2.0,78.0,17.9914,163.533,0.88,41.0
2.0,2.0,78.0,18.0012,177.267,0.86,41.0
2.0,2.0,84.0,24.32,148.267,0.9,42.0
2.0,2.0,84.0,24.3786,148.267,0.92,42.0
2.0,2.0,87.0,18.586,117.867,0.96,43.0
2.0,2.0,87.0,18.5828,211.2,0.86,43.0
2.0,2.0,90.0,27.7912,154.533,0.98,44.0
2.0,2.0,90.0,27.7977,181.6,0.94,44.0
2.0,2.0,90.0,27.8042,154.133,0.98,44.0
2.0,3.0,60.0,18.0434,166.533,0.86,45.0
2.0,3.0,60.0,18.0304,152.449,0.86,45.0
2.0,3.0,60.0,18.0434,98.667,0.96,45.0
2.0,3.0,60.0,18.0467,125.933,0.92,45.0
2.0,3.0,84.0,19.0464,150.8,0.94,46.0
2.0,3.0,84.0,19.0497,164.533,0.92,46.0
2.0,3.0,84.0,19.0594,218.267,0.86,46.0
2.0,3.0,84.0,19.0334,164.933,0.92,46.0
2.0,3.0,87.0,23.0532,138.267,0.96,47.0
2.0,3.0,87.0,23.0825,139.067,0.96,47.0
2.0,3.0,87.0,23.0467,150.8,0.94,47.0
2.0,3.0,90.0,25.8484,193.733,0.92,48.0
2.0,3.0,90.0,25.8419,154.133,0.98,48.0
2.0,3.0,90.0,25.8614,154.933,0.98,48.0
2.0,3.0,90.0,25.8647,140.8,1.0,48.0
2.0,4.0,81.0,18.2492,160.6,0.88,49.0
2.0,4.0,81.0,18.22,253.533,0.78,49.0
2.0,4.0,81.0,18.259,188.267,0.86,49.0
2.0,4.0,84.0,23.0532,110.8,1.0,50.0
2.0,4.0,84.0,23.0369,123.333,0.98,50.0
2.0,4.0,87.0,31.8305,181.2,0.94,51.0
2.0,4.0,87.0,31.8272,180.8,0.94,51.0
2.0,4.0,87.0,31.7817,141.2,1.0,51.0
2.0,4.0,90.0,34.2272,177.467,0.96,52.0
2.0,4.0,90.0,34.2206,163.733,0.98,52.0
2.0,4.0,90.0,34.2109,163.733,0.98,52.0
2.0,4.0,90.0,34.2141,216.667,0.92,52.0
2.0,5.0,87.0,34.2304,149.467,0.96,53.0
2.0,5.0,87.0,34.2402,135.933,0.98,53.0
2.0,5.0,87.0,34.2141,189.067,0.9,53.0
2.0,5.0,90.0,41.4017,178.667,0.96,54.0
2.0,5.0,90.0,41.3887,177.067,0.96,54.0
2.0,5.0,90.0,41.3789,178.267,0.96,54.0
2.0,6.0,84.0,26.981,156.133,0.92,55.0
2.0,6.0,84.0,26.9582,154.933,0.94,55.0
2.0,6.0,87.0,31.9313,170.6,0.94,56.0
2.0,6.0,87.0,31.9183,130.0,1.0,56.0
2.0,6.0,87.0,31.9476,131.6,1.0,56.0
2.0,6.0,90.0,40.527,178.933,0.98,57.0
2.0,6.0,90.0,40.4717,191.467,0.96,57.0
2.0,6.0,90.0,40.514,191.267,0.96,57.0
2.0,7.0,84.0,29.2378,176.133,0.92,58.0
2.0,7.0,84.0,29.215,202.0,0.88,58.0
2.0,7.0,87.0,32.3072,154.733,0.98,59.0
2.0,7.0,87.0,32.3202,181.6,0.94,59.0
2.0,7.0,90.0,38.8884,243.733,0.92,60.0
2.0,7.0,90.0,38.9665,219.067,0.96,60.0
2.0,8.0,75.0,18.403,250.4,0.82,61.0
2.0,8.0,75.0,18.39,130.4,0.94,61.0
2.0,8.0,78.0,22.6806,170.4,0.88,62.0
2.0,8.0,78.0,22.6741,130.2,0.94,62.0
2.0,8.0,78.0,22.6644,143.733,0.92,62.0
2.0,8.0,81.0,21.4073,158.667,0.96,63.0
2.0,8.0,81.0,21.3227,224.733,0.86,63.0
2.0,8.0,84.0,30.1098,185.533,0.92,64.0
2.0,8.0,84.0,30.0382,183.933,0.92,64.0
2.0,8.0,84.0,30.0935,157.067,0.96,64.0
2.0,8.0,90.0,41.6935,247.067,0.96,65.0
2.0,8.0,90.0,41.7097,274.933,0.92,65.0
1.0,1.0,60.0,6.9118,1438.89,0.26,66.0
1.0,1.0,60.0,6.9248,1227.3,0.28,66.0
1.0,1.0,60.0,6.9053,1050.0,0.36,66.0
1.0,1.0,60.0,6.8727,1340.78,0.26,66.0
1.0,1.0,66.0,10.7745,823.333,0.46,67.0
1.0,1.0,66.0,10.7127,1476.67,0.32,67.0
1.0,1.0,66.0,10.7876,836.667,0.42,67.0
1.0,1.0,78.0,10.8461,476.667,0.62,68.0
1.0,1.0,78.0,10.8429,436.667,0.6,68.0
1.0,1.0,78.0,10.8136,591.667,0.52,68.0
1.0,1.0,81.0,8.9164,530.0,0.6,69.0
1.0,1.0,81.0,8.9391,294.898,0.66,69.0
1.0,1.0,81.0,8.9066,466.667,0.6,69.0
1.0,1.0,90.0,11.2438,246.667,0.76,70.0
1.0,1.0,90.0,11.1983,286.667,0.74,70.0
1.0,1.0,90.0,11.2048,250.476,0.76,70.0
1.0,2.0,66.0,8.9099,490.0,0.58,71.0
1.0,2.0,66.0,8.9294,516.667,0.6,71.0
1.0,2.0,66.0,8.8968,556.667,0.54,71.0
1.0,2.0,84.0,10.8364,355.556,0.66,72.0
1.0,2.0,84.0,10.8819,223.333,0.76,72.0
1.0,2.0,84.0,10.8624,343.333,0.7,72.0
1.0,2.0,84.0,10.8624,343.333,0.66,72.0
1.0,2.0,90.0,13.4607,260.476,0.74,73.0
1.0,2.0,90.0,13.49,270.0,0.78,73.0
1.0,2.0,90.0,13.3989,496.667,0.58,73.0
1.0,3.0,60.0,10.8266,635.034,0.54,74.0
1.0,3.0,60.0,10.8168,410.0,0.6,74.0
1.0,3.0,60.0,10.8071,370.0,0.6,74.0
1.0,3.0,84.0,11.1007,522.585,0.54,75.0
1.0,3.0,84.0,11.1625,318.503,0.7,75.0
1.0,3.0,84.0,11.13,500.0,0.58,75.0
1.0,3.0,87.0,9.3076,220.0,0.78,76.0
1.0,3.0,87.0,9.2328,500.0,0.6,76.0
1.0,3.0,87.0,9.2458,291.293,0.72,76.0
1.0,3.0,87.0,9.2718,273.333,0.74,76.0
1.0,3.0,90.0,13.4738,256.667,0.72,77.0
1.0,3.0,90.0,13.49,296.667,0.74,77.0
1.0,4.0,84.0,9.2881,353.333,0.68,78.0
1.0,4.0,84.0,9.2848,366.667,0.68,78.0
1.0,4.0,84.0,9.3141,206.667,0.8,78.0
1.0,4.0,87.0,13.477,256.667,0.76,79.0
1.0,4.0,87.0,13.4965,206.054,0.84,79.0
1.0,4.0,90.0,15.7655,333.333,0.74,80.0
1.0,4.0,90.0,15.7264,440.0,0.68,80.0
1.0,4.0,90.0,15.6971,256.871,0.74,80.0
1.0,4.0,90.0,15.7687,173.333,0.88,80.0
1.0,4.0,90.0,15.7037,240.0,0.78,80.0
1.0,5.0,87.0,17.5456,333.333,0.68,81.0
1.0,5.0,87.0,17.6367,218.889,0.78,81.0
1.0,5.0,90.0,19.8828,250.0,0.8,82.0
1.0,5.0,90.0,19.8958,280.476,0.74,82.0
1.0,5.0,90.0,19.8373,396.667,0.68,82.0
1.0,6.0,84.0,13.0728,272.766,0.68,83.0
1.0,6.0,84.0,13.0858,427.347,0.58,83.0
1.0,6.0,87.0,17.6171,346.667,0.7,84.0
1.0,6.0,87.0,17.6106,427.222,0.62,84.0
1.0,6.0,87.0,17.5553,426.667,0.64,84.0
1.0,6.0,90.0,18.1881,358.503,0.68,85.0
1.0,6.0,90.0,18.2337,313.333,0.72,85.0
1.0,6.0,90.0,18.1394,685.034,0.62,85.0
1.0,7.0,87.0,15.7069,297.687,0.72,86.0
1.0,7.0,87.0,15.7069,306.667,0.76,86.0
1.0,7.0,87.0,15.7329,253.333,0.8,86.0
1.0,7.0,87.0,15.7492,202.449,0.82,86.0
1.0,8.0,78.0,9.197,460.0,0.66,87.0
1.0,8.0,78.0,9.2328,420.0,0.64,87.0
1.0,8.0,78.0,9.1612,526.667,0.58,87.0
